acn,cid,sfd,aod,drcr,channel,amount,occupation,narration,transaction_date,gst_import
8475375199,92820,Investment,2025-11-01,0,ATM,19633,Salaried,ATM Withdrawal,2026-05-02,1
8475375199,92820,Investment,2025-11-01,0,Internet Banking,39581,Salaried,Insurance Premium,2026-05-31,1
8475375199,92820,Investment,2025-11-01,0,Internet Banking,6618,Salaried,Electricity Bill,2026-06-01,1
8475375199,92820,Investment,2025-11-01,0,Internet Banking,3533,Salaried,Broadband Bill,2026-06-01,0
8475375199,92820,Investment,2025-11-01,1,NEFT,36366,Salaried,Tax Refund,2026-07-03,0
8475375199,92820,Investment,2025-11-01,0,UPI,1109,Salaried,UPI Payment,2026-07-24,1
8475375199,92820,Investment,2025-11-01,1,Branch,9684,Salaried,Cheque Deposit,2026-08-08,0
8475375199,92820,Investment,2025-11-01,1,Internet Banking,67717,Salaried,Tax Refund,2026-08-31,0
8475375199,92820,Investment,2025-11-01,1,NEFT,14700,Salaried,GST Refund,2026-09-14,0
8475375199,92820,Investment,2025-11-01,0,Internet Banking,5641,Salaried,Fuel,2026-09-15,1
8475375199,92820,Investment,2025-11-01,0,UPI,4176,Salaried,Fuel,2026-10-15,1
8475375199,92820,Investment,2025-11-01,0,Branch,48937,Salaried,Online Shopping,2026-11-13,0
8480935351,61874,Salary,2025-11-03,0,Internet Banking,89965,Self-Employed,Mutual Fund SIP,2026-04-15,0
8480935351,61874,Salary,2025-11-03,0,Branch,29894,Self-Employed,Shopping Mall,2026-04-30,0
8480935351,61874,Salary,2025-11-03,1,Branch,186321,Self-Employed,Cheque Deposit,2026-05-12,0
8480935351,61874,Salary,2025-11-03,1,Internet Banking,41398,Self-Employed,Salary Credit,2026-05-13,1
8480935351,61874,Salary,2025-11-03,1,Internet Banking,28430,Self-Employed,Dividend,2026-06-15,0
8480935351,61874,Salary,2025-11-03,0,NEFT,1765,Self-Employed,Shopping Mall,2026-07-18,0
8480935351,61874,Salary,2025-11-03,0,Internet Banking,2987,Self-Employed,Water Bill,2026-07-24,0
8480935351,61874,Salary,2025-11-03,0,Internet Banking,3240,Self-Employed,Water Bill,2026-07-27,0
8480935351,61874,Salary,2025-11-03,1,UPI,476825,Self-Employed,Premature,2026-08-03,1
8480935351,61874,Salary,2025-11-03,0,ATM,1588,Self-Employed,Fuel,2026-08-30,0
8480935351,61874,Salary,2025-11-03,1,Internet Banking,398,Self-Employed,Interest Credit,2026-10-13,1
8480935351,61874,Salary,2025-11-03,0,Internet Banking,10662,Self-Employed,POS Purchase,2026-11-23,0
8480935351,61874,Salary,2025-11-03,0,NEFT,2156,Self-Employed,Restaurant,2026-11-25,1
8480935351,61874,Salary,2025-11-03,0,Internet Banking,13686,Self-Employed,Loan EMI,2026-11-30,0
8480935351,61874,Salary,2025-11-03,0,NEFT,19377,Self-Employed,Travel Booking,2026-12-15,1
8480935351,61874,Salary,2025-11-03,0,Internet Banking,4885,Self-Employed,Travel Booking,2026-12-16,1
8486460245,35834,Cash,2025-09-09,0,UPI,10676,Retired,Medical,2026-05-01,1
8486460245,35834,Cash,2025-09-09,1,IMPS,381197,Retired,Premature,2026-05-04,1
8486460245,35834,Cash,2025-09-09,1,Branch,286685,Retired,Cheque Deposit,2026-05-31,1
8486460245,35834,Cash,2025-09-09,0,RTGS,31227,Retired,Online Shopping,2026-05-31,1
8486460245,35834,Cash,2025-09-09,0,Internet Banking,3782,Retired,Restaurant,2026-06-16,0
8486460245,35834,Cash,2025-09-09,0,Internet Banking,23141,Retired,Medical,2026-07-18,1
8486460245,35834,Cash,2025-09-09,0,Internet Banking,1995,Retired,Broadband Bill,2026-08-07,0
8486460245,35834,Cash,2025-09-09,0,Internet Banking,23784,Retired,Online Shopping,2026-09-15,1
8486460245,35834,Cash,2025-09-09,1,NEFT,12085,Retired,Dividend,2026-10-17,1
8486460245,35834,Cash,2025-09-09,0,ATM,16023,Retired,ATM Withdrawal,2026-10-18,1
8486460245,35834,Cash,2025-09-09,0,RTGS,1890,Retired,Restaurant,2026-10-19,0
8486460245,35834,Cash,2025-09-09,0,Internet Banking,13158,Retired,Mutual Fund SIP,2026-10-29,1
8486460245,35834,Cash,2025-09-09,1,Internet Banking,1153,Retired,Interest Credit,2026-11-25,1
8486460245,35834,Cash,2025-09-09,0,Internet Banking,9724,Retired,Travel Booking,2026-11-27,1
8486460245,35834,Cash,2025-09-09,0,Branch,993,Retired,Online Shopping,2026-12-11,0
8509477773,39694,Loan,2025-10-03,0,Internet Banking,13609,Salaried,Shopping Mall,2026-04-17,0
8509477773,39694,Loan,2025-10-03,0,Internet Banking,3085,Salaried,Water Bill,2026-05-05,0
8509477773,39694,Loan,2025-10-03,0,NEFT,65979,Salaried,Travel Booking,2026-07-05,1
8509477773,39694,Loan,2025-10-03,0,Internet Banking,2165,Salaried,Water Bill,2026-07-15,0
8509477773,39694,Loan,2025-10-03,0,ATM,7736,Salaried,ATM Withdrawal,2026-08-14,1
8509477773,39694,Loan,2025-10-03,1,Branch,249825,Salaried,Cash Deposit,2026-09-03,1
8509477773,39694,Loan,2025-10-03,0,Internet Banking,1713,Salaried,Water Bill,2026-09-16,0
8509477773,39694,Loan,2025-10-03,1,NEFT,26044,Salaried,GST Refund,2026-11-26,1
8509477773,39694,Loan,2025-10-03,0,UPI,49127,Salaried,Rent Payment,2026-12-28,1
8518735636,21101,Cash,2026-01-28,0,Internet Banking,13953,Student,Insurance Premium,2026-04-20,1
8518735636,21101,Cash,2026-01-28,0,ATM,1186,Student,Mobile Recharge,2026-05-24,0
8518735636,21101,Cash,2026-01-28,0,Internet Banking,67263,Student,Mutual Fund SIP,2026-06-23,0
8518735636,21101,Cash,2026-01-28,1,Internet Banking,4798,Student,Interest Credit,2026-06-26,1
8518735636,21101,Cash,2026-01-28,0,Branch,57463,Student,Rent Payment,2026-07-05,1
8518735636,21101,Cash,2026-01-28,0,ATM,9456,Student,ATM Withdrawal,2026-07-31,1
8518735636,21101,Cash,2026-01-28,1,RTGS,2004,Student,Interest Credit,2026-09-27,0
8518735636,21101,Cash,2026-01-28,1,Internet Banking,4143,Student,Tax Refund,2026-10-25,1
8518735636,21101,Cash,2026-01-28,1,NEFT,27006,Student,GST Refund,2026-12-01,0
8518735636,21101,Cash,2026-01-28,1,RTGS,441010,Student,Premature,2026-12-28,0
8521436657,28121,Investment,2026-02-22,1,NEFT,57218,Student,Salary Credit,2026-04-12,1
8521436657,28121,Investment,2026-02-22,1,RTGS,63425,Student,Salary Credit,2026-04-15,1
8521436657,28121,Investment,2026-02-22,0,Internet Banking,4009,Student,Broadband Bill,2026-04-22,0
8521436657,28121,Investment,2026-02-22,1,Internet Banking,78109,Student,Salary Credit,2026-05-04,0
8521436657,28121,Investment,2026-02-22,1,RTGS,1106,Student,Interest Credit,2026-05-07,1
8521436657,28121,Investment,2026-02-22,1,Internet Banking,144331,Student,Premature,2026-05-08,0
8521436657,28121,Investment,2026-02-22,0,UPI,593,Student,UPI Payment,2026-05-30,0
8521436657,28121,Investment,2026-02-22,0,Internet Banking,2094,Student,Electricity Bill,2026-06-10,0
8521436657,28121,Investment,2026-02-22,0,IMPS,28734,Student,Rent Payment,2026-06-16,1
8521436657,28121,Investment,2026-02-22,0,Internet Banking,3659,Student,Broadband Bill,2026-06-21,0
8521436657,28121,Investment,2026-02-22,1,RTGS,3876,Student,Interest Credit,2026-06-24,1
8521436657,28121,Investment,2026-02-22,0,Internet Banking,2115,Student,Water Bill,2026-06-28,0
8521436657,28121,Investment,2026-02-22,0,Internet Banking,43300,Student,Insurance Premium,2026-06-29,0
8521436657,28121,Investment,2026-02-22,1,RTGS,124510,Student,Premature,2026-07-14,0
8521436657,28121,Investment,2026-02-22,0,ATM,2822,Student,ATM Withdrawal,2026-09-04,1
8521436657,28121,Investment,2026-02-22,0,UPI,13258,Student,Hotel Booking,2026-09-27,1
8521436657,28121,Investment,2026-02-22,0,IMPS,101298,Student,Hotel Booking,2026-10-01,1
8521436657,28121,Investment,2026-02-22,1,Internet Banking,64732,Student,Tax Refund,2026-11-21,0
8521436657,28121,Investment,2026-02-22,0,Branch,2406,Student,Mobile Recharge,2026-11-24,0
8526851892,59628,Investment,2026-05-11,0,Internet Banking,37771,Self-Employed,Online Shopping,2026-05-24,1
8526851892,59628,Investment,2026-05-11,1,NEFT,5678,Self-Employed,Dividend,2026-06-05,1
8526851892,59628,Investment,2026-05-11,1,RTGS,10440,Self-Employed,GST Refund,2026-06-21,1
8526851892,59628,Investment,2026-05-11,1,NEFT,408911,Self-Employed,Business Credit,2026-06-23,0
8526851892,59628,Investment,2026-05-11,0,Branch,79460,Self-Employed,Hotel Booking,2026-06-23,0
8526851892,59628,Investment,2026-05-11,1,NEFT,15362,Self-Employed,Dividend,2026-06-24,1
8526851892,59628,Investment,2026-05-11,1,NEFT,23346,Self-Employed,GST Refund,2026-07-17,1
8526851892,59628,Investment,2026-05-11,0,Internet Banking,22934,Self-Employed,Travel Booking,2026-07-26,1
8526851892,59628,Investment,2026-05-11,0,Internet Banking,24167,Self-Employed,Loan EMI,2026-08-13,0
8526851892,59628,Investment,2026-05-11,0,Internet Banking,27351,Self-Employed,Shopping Mall,2026-09-12,1
8526851892,59628,Investment,2026-05-11,0,Internet Banking,2934,Self-Employed,Fuel,2026-09-16,0
8526851892,59628,Investment,2026-05-11,0,Internet Banking,3890,Self-Employed,Broadband Bill,2026-09-18,0
8526851892,59628,Investment,2026-05-11,1,RTGS,376112,Self-Employed,Premature,2026-10-06,0
8526851892,59628,Investment,2026-05-11,1,NEFT,26707,Self-Employed,Tax Refund,2026-10-07,1
8526851892,59628,Investment,2026-05-11,0,Internet Banking,8008,Self-Employed,Electricity Bill,2026-10-14,0
8526851892,59628,Investment,2026-05-11,1,Branch,189263,Self-Employed,Cheque Deposit,2026-10-19,1
8526851892,59628,Investment,2026-05-11,1,NEFT,61013,Self-Employed,Tax Refund,2026-11-01,1
8526851892,59628,Investment,2026-05-11,1,Internet Banking,297,Self-Employed,Interest Credit,2026-12-01,0
8526851892,59628,Investment,2026-05-11,0,Internet Banking,4281,Self-Employed,Water Bill,2026-12-26,1
8526851892,59628,Investment,2026-05-11,0,Internet Banking,1479,Self-Employed,Electricity Bill,2026-12-28,1
8532355127,84058,Business,2026-04-26,0,Branch,24740,Salaried,Medical,2026-05-20,0
8532355127,84058,Business,2026-04-26,1,NEFT,223986,Salaried,Business Credit,2026-05-27,1
8532355127,84058,Business,2026-04-26,0,Branch,28419,Salaried,Medical,2026-05-28,1
8532355127,84058,Business,2026-04-26,0,ATM,19850,Salaried,ATM Withdrawal,2026-06-02,1
8532355127,84058,Business,2026-04-26,0,Internet Banking,788,Salaried,Electricity Bill,2026-06-21,1
8532355127,84058,Business,2026-04-26,0,UPI,44567,Salaried,Rent Payment,2026-07-14,1
8532355127,84058,Business,2026-04-26,0,Internet Banking,33814,Salaried,Mutual Fund SIP,2026-07-19,0
8532355127,84058,Business,2026-04-26,0,ATM,18910,Salaried,ATM Withdrawal,2026-07-25,0
8532355127,84058,Business,2026-04-26,0,Internet Banking,53880,Salaried,Mutual Fund SIP,2026-07-28,1
8532355127,84058,Business,2026-04-26,0,UPI,852,Salaried,UPI Payment,2026-08-07,1
8532355127,84058,Business,2026-04-26,0,Branch,107145,Salaried,Hotel Booking,2026-08-15,1
8532355127,84058,Business,2026-04-26,0,RTGS,2114,Salaried,Mobile Recharge,2026-09-25,1
8532355127,84058,Business,2026-04-26,0,NEFT,36990,Salaried,Rent Payment,2026-10-14,1
8532355127,84058,Business,2026-04-26,0,Branch,21082,Salaried,Online Shopping,2026-10-29,1
8532355127,84058,Business,2026-04-26,0,Internet Banking,1336,Salaried,Mobile Recharge,2026-11-16,1
8532355127,84058,Business,2026-04-26,0,Branch,12356,Salaried,Medical,2026-11-19,1
8532355127,84058,Business,2026-04-26,0,UPI,26601,Salaried,Rent Payment,2026-12-04,1
8532355127,84058,Business,2026-04-26,1,Internet Banking,93067,Salaried,Tax Refund,2026-12-06,0
8532355127,84058,Business,2026-04-26,0,RTGS,61057,Salaried,Travel Booking,2026-12-21,1
8538286186,96408,Loan,2025-10-22,0,Internet Banking,1558,Farmer,Restaurant,2026-04-29,0
8538286186,96408,Loan,2025-10-22,0,Internet Banking,4655,Farmer,Broadband Bill,2026-05-18,1
8538286186,96408,Loan,2025-10-22,0,NEFT,11109,Farmer,POS Purchase,2026-05-25,1
8538286186,96408,Loan,2025-10-22,1,Internet Banking,85331,Farmer,Salary Credit,2026-08-27,0
8538286186,96408,Loan,2025-10-22,0,RTGS,1276,Farmer,Restaurant,2026-09-06,1
8538286186,96408,Loan,2025-10-22,0,UPI,669,Farmer,UPI Payment,2026-09-23,0
8538286186,96408,Loan,2025-10-22,0,ATM,3315,Farmer,Restaurant,2026-12-07,0
8538286186,96408,Loan,2025-10-22,0,UPI,2359,Farmer,UPI Payment,2026-12-12,0
8538286186,96408,Loan,2025-10-22,0,Branch,4014,Farmer,Restaurant,2026-12-22,0
8549209290,22149,Business,2025-09-01,0,Internet Banking,4603,Student,Electricity Bill,2026-05-19,0
8549209290,22149,Business,2025-09-01,0,ATM,17849,Student,ATM Withdrawal,2026-05-25,0
8549209290,22149,Business,2025-09-01,0,Branch,5325,Student,POS Purchase,2026-05-27,1
8549209290,22149,Business,2025-09-01,0,Internet Banking,3405,Student,Water Bill,2026-06-27,0
8549209290,22149,Business,2025-09-01,0,UPI,452,Student,UPI Payment,2026-08-07,0
8549209290,22149,Business,2025-09-01,0,Internet Banking,9200,Student,Electricity Bill,2026-11-06,1
8549209290,22149,Business,2025-09-01,1,NEFT,414941,Student,Premature,2026-11-17,1
8555284608,69105,Salary,2026-01-29,0,Internet Banking,82198,Salaried,Mutual Fund SIP,2026-04-09,1
8555284608,69105,Salary,2026-01-29,1,Branch,251107,Salaried,Cheque Deposit,2026-04-22,0
8555284608,69105,Salary,2026-01-29,0,Internet Banking,2148,Salaried,Electricity Bill,2026-04-26,1
8555284608,69105,Salary,2026-01-29,0,IMPS,1431,Salaried,Fuel,2026-05-30,0
8555284608,69105,Salary,2026-01-29,0,Internet Banking,6232,Salaried,Electricity Bill,2026-05-31,0
8555284608,69105,Salary,2026-01-29,0,ATM,8638,Salaried,ATM Withdrawal,2026-08-16,1
8555284608,69105,Salary,2026-01-29,0,Internet Banking,5073,Salaried,Electricity Bill,2026-09-06,1
8555284608,69105,Salary,2026-01-29,0,Internet Banking,1540,Salaried,Electricity Bill,2026-09-26,0
8555284608,69105,Salary,2026-01-29,1,RTGS,21997,Salaried,Tax Refund,2026-10-29,0
8555284608,69105,Salary,2026-01-29,1,Branch,195124,Salaried,Cheque Deposit,2026-11-18,1
8555284608,69105,Salary,2026-01-29,0,Internet Banking,7130,Salaried,Electricity Bill,2026-12-26,1
8556980262,10183,Business,2026-04-10,0,Internet Banking,28872,Retired,Loan EMI,2026-05-11,0
8556980262,10183,Business,2026-04-10,0,Internet Banking,33973,Retired,Insurance Premium,2026-05-25,1
8556980262,10183,Business,2026-04-10,1,ATM,21468,Retired,Business Credit,2026-06-10,1
8556980262,10183,Business,2026-04-10,0,ATM,11562,Retired,ATM Withdrawal,2026-07-14,1
8556980262,10183,Business,2026-04-10,0,Internet Banking,10340,Retired,Shopping Mall,2026-07-23,0
8556980262,10183,Business,2026-04-10,0,Branch,5471,Retired,Fuel,2026-09-04,1
8556980262,10183,Business,2026-04-10,0,Internet Banking,1537,Retired,Mobile Recharge,2026-09-08,1
8556980262,10183,Business,2026-04-10,0,Branch,7805,Retired,POS Purchase,2026-11-03,1
8556980262,10183,Business,2026-04-10,0,Internet Banking,1913,Retired,Mobile Recharge,2026-11-09,0
8556980262,10183,Business,2026-04-10,0,Internet Banking,30589,Retired,Loan EMI,2026-11-16,1
8556980262,10183,Business,2026-04-10,0,Internet Banking,241,Retired,Mobile Recharge,2026-11-26,0
8559070542,26025,Loan,2025-11-03,0,Internet Banking,75521,Self-Employed,Travel Booking,2026-06-07,1
8559070542,26025,Loan,2025-11-03,1,ATM,338568,Self-Employed,Premature,2026-06-30,1
8559070542,26025,Loan,2025-11-03,0,UPI,26036,Self-Employed,Travel Booking,2026-07-05,1
8559070542,26025,Loan,2025-11-03,0,NEFT,2586,Self-Employed,Restaurant,2026-07-05,0
8559070542,26025,Loan,2025-11-03,0,NEFT,42938,Self-Employed,Online Shopping,2026-07-06,1
8559070542,26025,Loan,2025-11-03,0,IMPS,4428,Self-Employed,Fuel,2026-08-21,0
8559070542,26025,Loan,2025-11-03,0,UPI,54663,Self-Employed,Travel Booking,2026-09-08,1
8559070542,26025,Loan,2025-11-03,0,RTGS,3362,Self-Employed,Shopping Mall,2026-10-06,1
8559070542,26025,Loan,2025-11-03,0,Internet Banking,1035,Self-Employed,Water Bill,2026-12-08,1
8584605777,73740,Cash,2026-06-02,1,Internet Banking,24192,Student,GST Refund,2026-06-03,1
8584605777,73740,Cash,2026-06-02,0,Internet Banking,1862,Student,Broadband Bill,2026-06-04,1
8584605777,73740,Cash,2026-06-02,0,UPI,3801,Student,Fuel,2026-06-19,1
8584605777,73740,Cash,2026-06-02,1,Internet Banking,1345,Student,Interest Credit,2026-07-11,1
8584605777,73740,Cash,2026-06-02,1,Branch,272313,Student,Cheque Deposit,2026-08-08,1
8584605777,73740,Cash,2026-06-02,0,Internet Banking,20914,Student,Rent Payment,2026-08-11,0
8584605777,73740,Cash,2026-06-02,0,NEFT,23477,Student,Online Shopping,2026-08-19,1
8584605777,73740,Cash,2026-06-02,0,NEFT,1271,Student,Restaurant,2026-09-02,0
8584605777,73740,Cash,2026-06-02,0,Branch,9330,Student,Medical,2026-10-25,0
8584605777,73740,Cash,2026-06-02,1,Branch,277828,Student,Business Credit,2026-10-28,1
8584605777,73740,Cash,2026-06-02,1,Internet Banking,106590,Student,Salary Credit,2026-11-02,1
8584605777,73740,Cash,2026-06-02,0,UPI,397,Student,UPI Payment,2026-11-06,0
8584605777,73740,Cash,2026-06-02,0,Internet Banking,14827,Student,Mutual Fund SIP,2026-11-07,0
8584605777,73740,Cash,2026-06-02,0,UPI,369,Student,UPI Payment,2026-12-02,1
8584605777,73740,Cash,2026-06-02,1,Branch,314342,Student,Premature,2026-12-09,1
8584605777,73740,Cash,2026-06-02,0,ATM,12476,Student,ATM Withdrawal,2026-12-09,1
8584605777,73740,Cash,2026-06-02,1,Branch,282481,Student,Business Credit,2026-12-13,0
8584605777,73740,Cash,2026-06-02,0,Internet Banking,12324,Student,Insurance Premium,2026-12-16,1
8584605777,73740,Cash,2026-06-02,0,Internet Banking,1789,Student,Broadband Bill,2026-12-25,1
8595576439,68635,Cash,2026-03-30,1,ATM,73703,Business,Business Credit,2026-04-09,0
8595576439,68635,Cash,2026-03-30,0,ATM,16698,Business,ATM Withdrawal,2026-04-28,1
8595576439,68635,Cash,2026-03-30,0,Internet Banking,2409,Business,Broadband Bill,2026-04-30,1
8595576439,68635,Cash,2026-03-30,0,RTGS,8847,Business,Hotel Booking,2026-05-15,0
8595576439,68635,Cash,2026-03-30,0,Internet Banking,3830,Business,Loan EMI,2026-06-03,1
8595576439,68635,Cash,2026-03-30,0,Internet Banking,1364,Business,Broadband Bill,2026-06-09,0
8595576439,68635,Cash,2026-03-30,0,Internet Banking,39675,Business,Online Shopping,2026-06-25,1
8595576439,68635,Cash,2026-03-30,1,UPI,119036,Business,Premature,2026-07-14,1
8595576439,68635,Cash,2026-03-30,0,ATM,9289,Business,Rent Payment,2026-08-02,1
8595576439,68635,Cash,2026-03-30,0,RTGS,4006,Business,Restaurant,2026-08-25,0
8595576439,68635,Cash,2026-03-30,0,UPI,1297,Business,UPI Payment,2026-09-03,0
8595576439,68635,Cash,2026-03-30,1,NEFT,1122,Business,Interest Credit,2026-09-12,0
8595576439,68635,Cash,2026-03-30,0,Branch,3738,Business,Restaurant,2026-10-01,0
8595576439,68635,Cash,2026-03-30,1,NEFT,95056,Business,Tax Refund,2026-10-10,0
8595576439,68635,Cash,2026-03-30,0,Internet Banking,9710,Business,Online Shopping,2026-10-12,1
8595576439,68635,Cash,2026-03-30,1,RTGS,2662,Business,Dividend,2026-11-16,1
8595576439,68635,Cash,2026-03-30,0,Internet Banking,52178,Business,Loan EMI,2026-12-21,1
8595576439,68635,Cash,2026-03-30,0,Internet Banking,25645,Business,Loan EMI,2026-12-24,0
8607876295,99523,Salary,2026-04-15,0,Internet Banking,571,Self-Employed,Broadband Bill,2026-07-22,0
8607876295,99523,Salary,2026-04-15,0,Internet Banking,3533,Self-Employed,Electricity Bill,2026-08-02,1
8607876295,99523,Salary,2026-04-15,0,Internet Banking,3717,Self-Employed,Water Bill,2026-08-17,0
8607876295,99523,Salary,2026-04-15,0,Internet Banking,45825,Self-Employed,Insurance Premium,2026-09-21,0
8607876295,99523,Salary,2026-04-15,1,Branch,143442,Self-Employed,Cheque Deposit,2026-11-16,0
8607876295,99523,Salary,2026-04-15,0,UPI,10171,Self-Employed,Travel Booking,2026-11-16,1
8620593629,80574,Loan,2026-02-16,0,UPI,3886,Student,UPI Payment,2026-04-01,0
8620593629,80574,Loan,2026-02-16,0,Internet Banking,6559,Student,Electricity Bill,2026-04-17,1
8620593629,80574,Loan,2026-02-16,0,NEFT,27073,Student,Online Shopping,2026-05-10,1
8620593629,80574,Loan,2026-02-16,1,RTGS,144380,Student,Premature,2026-05-15,1
8620593629,80574,Loan,2026-02-16,0,Internet Banking,21590,Student,Rent Payment,2026-05-21,1
8620593629,80574,Loan,2026-02-16,0,RTGS,50998,Student,Travel Booking,2026-06-11,0
8620593629,80574,Loan,2026-02-16,0,Internet Banking,51449,Student,Mutual Fund SIP,2026-08-10,0
8620593629,80574,Loan,2026-02-16,0,IMPS,4627,Student,Fuel,2026-09-16,0
8620593629,80574,Loan,2026-02-16,1,Branch,20899,Student,Cash Deposit,2026-11-03,0
8620593629,80574,Loan,2026-02-16,0,Internet Banking,2387,Student,Water Bill,2026-11-21,1
8620593629,80574,Loan,2026-02-16,1,NEFT,57133,Student,Business Credit,2026-11-27,0
8620593629,80574,Loan,2026-02-16,0,NEFT,10645,Student,Shopping Mall,2026-12-13,1
8620593629,80574,Loan,2026-02-16,0,RTGS,5946,Student,Fuel,2026-12-21,0
8620593629,80574,Loan,2026-02-16,1,RTGS,26474,Student,GST Refund,2026-12-28,1
8621591546,65763,Loan,2025-11-30,1,RTGS,2462,Farmer,Interest Credit,2026-04-01,1
8621591546,65763,Loan,2025-11-30,0,Internet Banking,4296,Farmer,Water Bill,2026-04-04,0
8621591546,65763,Loan,2025-11-30,0,NEFT,4762,Farmer,Fuel,2026-04-27,1
8621591546,65763,Loan,2025-11-30,0,Internet Banking,98021,Farmer,Mutual Fund SIP,2026-05-01,0
8621591546,65763,Loan,2025-11-30,0,Internet Banking,49392,Farmer,Insurance Premium,2026-05-07,1
8621591546,65763,Loan,2025-11-30,0,Internet Banking,10487,Farmer,Insurance Premium,2026-06-08,0
8621591546,65763,Loan,2025-11-30,1,Internet Banking,24782,Farmer,Dividend,2026-06-09,1
8621591546,65763,Loan,2025-11-30,1,RTGS,28603,Farmer,Dividend,2026-07-10,1
8621591546,65763,Loan,2025-11-30,0,Internet Banking,2240,Farmer,Broadband Bill,2026-07-14,1
8621591546,65763,Loan,2025-11-30,0,Internet Banking,34701,Farmer,Insurance Premium,2026-09-01,1
8621591546,65763,Loan,2025-11-30,0,ATM,53082,Farmer,Travel Booking,2026-09-05,1
8621591546,65763,Loan,2025-11-30,1,Branch,275690,Farmer,Cheque Deposit,2026-10-18,0
8621591546,65763,Loan,2025-11-30,0,RTGS,14700,Farmer,Medical,2026-11-17,0
8621591546,65763,Loan,2025-11-30,0,Branch,6136,Farmer,Medical,2026-12-10,0
8621591546,65763,Loan,2025-11-30,0,Internet Banking,63724,Farmer,Mutual Fund SIP,2026-12-16,0
8621591546,65763,Loan,2025-11-30,0,Branch,9054,Farmer,Shopping Mall,2026-12-25,0
8646834647,98913,Salary,2025-10-22,0,ATM,8600,Retired,Rent Payment,2026-04-20,1
8646834647,98913,Salary,2025-10-22,0,IMPS,25244,Retired,Medical,2026-04-21,0
8646834647,98913,Salary,2025-10-22,0,RTGS,5578,Retired,Online Shopping,2026-06-19,0
8646834647,98913,Salary,2025-10-22,1,IMPS,488314,Retired,Business Credit,2026-07-31,0
8646834647,98913,Salary,2025-10-22,1,Branch,186883,Retired,Cheque Deposit,2026-09-28,0
8646834647,98913,Salary,2025-10-22,0,UPI,2984,Retired,POS Purchase,2026-12-02,1
8646834647,98913,Salary,2025-10-22,1,RTGS,1410,Retired,Interest Credit,2026-12-05,1
8657376363,46265,Investment,2026-06-29,0,IMPS,6114,Salaried,Medical,2026-08-15,0
8657376363,46265,Investment,2026-06-29,0,RTGS,4982,Salaried,Fuel,2026-09-16,1
8657376363,46265,Investment,2026-06-29,0,RTGS,12489,Salaried,Medical,2026-09-22,1
8657376363,46265,Investment,2026-06-29,0,UPI,10092,Salaried,POS Purchase,2026-10-03,0
8657376363,46265,Investment,2026-06-29,1,Branch,126928,Salaried,Business Credit,2026-10-22,0
8657376363,46265,Investment,2026-06-29,0,Internet Banking,5717,Salaried,Electricity Bill,2026-10-26,0
8657376363,46265,Investment,2026-06-29,0,UPI,23185,Salaried,Travel Booking,2026-11-02,1
8657376363,46265,Investment,2026-06-29,0,Internet Banking,1686,Salaried,Water Bill,2026-11-08,0
8657376363,46265,Investment,2026-06-29,0,Branch,1301,Salaried,Shopping Mall,2026-11-12,0
8657376363,46265,Investment,2026-06-29,1,Branch,275572,Salaried,Business Credit,2026-11-28,0
8657376363,46265,Investment,2026-06-29,1,Internet Banking,3318,Salaried,Interest Credit,2026-12-20,0
8667660873,90239,Salary,2026-01-14,0,ATM,73045,Business,Travel Booking,2026-07-07,1
8667660873,90239,Salary,2026-01-14,0,ATM,3247,Business,Online Shopping,2026-08-02,1
8667660873,90239,Salary,2026-01-14,0,Internet Banking,2774,Business,Broadband Bill,2026-09-24,0
8667660873,90239,Salary,2026-01-14,1,Internet Banking,356065,Business,Premature,2026-11-19,1
8667660873,90239,Salary,2026-01-14,1,IMPS,347415,Business,Premature,2026-12-09,0
8667660873,90239,Salary,2026-01-14,0,UPI,1116,Business,UPI Payment,2026-12-15,1
8669231028,14840,Business,2026-03-14,0,Internet Banking,42290,Salaried,Insurance Premium,2026-04-11,1
8669231028,14840,Business,2026-03-14,0,NEFT,27627,Salaried,Travel Booking,2026-04-19,0
8669231028,14840,Business,2026-03-14,0,Internet Banking,1450,Salaried,Water Bill,2026-04-30,1
8669231028,14840,Business,2026-03-14,0,RTGS,25488,Salaried,Medical,2026-05-05,0
8669231028,14840,Business,2026-03-14,1,RTGS,8674,Salaried,GST Refund,2026-06-17,0
8669231028,14840,Business,2026-03-14,0,Internet Banking,5053,Salaried,Electricity Bill,2026-06-19,1
8669231028,14840,Business,2026-03-14,0,Branch,28533,Salaried,Rent Payment,2026-07-24,0
8669231028,14840,Business,2026-03-14,0,IMPS,15008,Salaried,Shopping Mall,2026-07-30,1
8669231028,14840,Business,2026-03-14,0,Internet Banking,48382,Salaried,Hotel Booking,2026-08-20,1
8669231028,14840,Business,2026-03-14,0,UPI,355,Salaried,UPI Payment,2026-09-04,0
8669231028,14840,Business,2026-03-14,0,Internet Banking,4252,Salaried,Broadband Bill,2026-09-29,0
8669231028,14840,Business,2026-03-14,0,NEFT,12691,Salaried,POS Purchase,2026-12-11,1
8692511511,93136,Cash,2026-05-08,0,Branch,1374,Farmer,Fuel,2026-05-08,1
8692511511,93136,Cash,2026-05-08,1,Internet Banking,419533,Farmer,Business Credit,2026-05-27,0
8692511511,93136,Cash,2026-05-08,0,Internet Banking,93679,Farmer,Mutual Fund SIP,2026-06-06,0
